title,link,score
"What You Need to Know Today: Coronavirus, Economy, Joe Biden",https://www.nytimes.com/2020/04/10/briefing/us-news-today.html,0
Remote Learning is Nothing New to Outback Families,https://www.nytimes.com/2020/04/10/world/australia/australia-remote-learning-schools-coronavirus.html,0
The Next Gauge of the Economy Will Be Corporate Earnings,https://www.nytimes.com/2020/04/10/business/stock-market-today-coronavirus.html,0
"Coronavirus Caseload Tops 1.6 Million, as Countries Greet Easter Weekend with Lockdowns",https://www.nytimes.com/2020/04/10/world/coronavirus-world-news-updates.html,0
"Stimulus Plan, Coronavirus, Boris Johnson: Your Friday Briefing",https://www.nytimes.com/2020/04/09/briefing/stimulus-plan-coronavirus-boris-johnson.html,0
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/04/09/us/coronavirus-today.html,0
"E.U. Backs Half-Trillion Euro Stimulus, but Balks at Pooling Debt",https://www.nytimes.com/2020/04/09/world/europe/coronavirus-european-union-bailout.html,0
OPEC and Russia Agree to Cut Oil Production,https://www.nytimes.com/2020/04/09/business/energy-environment/opec-saudiarabia-russia-oil-coronavirus.html,0
Malta Accused of Sabotaging Migrant Boat,https://www.nytimes.com/2020/04/09/world/europe/malta-migrant-boat.html,0
"New Spikes in Asia, Boris Johnson, Stimulus Efforts: Your Friday Briefing",https://www.nytimes.com/2020/04/09/briefing/new-cases-in-asia-boris-johnson-and-chinas-hesitation-on-stimulus.html,0
"Yemen Cease-Fire Is, at Best, First Step on Long Road to Peace",https://www.nytimes.com/2020/04/09/world/middleeast/saudi-houthi-yemen-ceasefire-questions.html,0
"Boris Johnson Leaves Intensive Care, but Britain Faces Weeks More of Lockdown",https://www.nytimes.com/2020/04/09/world/europe/coronavirus-boris-johnson-britain.html,0
"Iceland’s Coronavirus Test Has Skeptics, but It May Be Working",https://www.nytimes.com/2020/04/09/world/europe/coronavirus-testing-iceland.html,0
Mask-Wearing Is a Very New Fashion in Paris (and a Lot of Other Places),https://www.nytimes.com/2020/04/09/world/europe/virus-mask-wearing.html,0
Indigenous Groups Isolated by Coronavirus Face Another Threat: Hunger,https://www.nytimes.com/2020/04/09/world/americas/indigenous-coronavirus-hunger.html,0
What Is Britain Without the Pub?,https://www.nytimes.com/2020/04/09/world/europe/uk-pub-coronavirus.html,0
At the Center of a Storm: The Search for a Proven Coronavirus Treatment,https://www.nytimes.com/2020/04/09/health/coronavirus-remdesivir-kalil.html,0
"In Italy, Coronavirus Books Rush to Publication",https://www.nytimes.com/2020/04/09/books/italy-coronavirus-paolo-giordano-roberto-burioni.html,0
"Technically Legal in Northern Ireland, Abortions Are Still Unobtainable",https://www.nytimes.com/2020/04/09/world/europe/northern-ireland-abortion.html,0
Palestinians Fear a Coming Coronavirus Storm,https://www.nytimes.com/2020/04/09/world/middleeast/coronavirus-palestinians-israel-gaza-west-bank.html,0
From Prominent Turkish Philanthropist to Political Prisoner,https://www.nytimes.com/2020/04/09/world/middleeast/osman-kavala-turkey.html,0
Today’s News: What You Need to Know,https://www.nytimes.com/2020/04/09/briefing/news-today.html,0
"While the World Spends on Coronavirus Bailouts, China Holds Back",https://www.nytimes.com/2020/04/09/business/economy/coronavirus-china-economy-stimulus.html,0
"In Scramble for Coronavirus Supplies, Rich Countries Push Poor Aside",https://www.nytimes.com/2020/04/09/world/coronavirus-equipment-rich-poor.html,0
The Humble Phone Call Has Made a Comeback,https://www.nytimes.com/2020/04/09/technology/phone-calls-voice-virus.html,0
OPEC Talks to Cut Oil Production Disappoint Traders,https://www.nytimes.com/2020/04/09/business/stock-market-today-coronavirus.html,0
"Coronavirus, Bernie Sanders, European Union: Your Thursday Briefing",https://www.nytimes.com/2020/04/09/briefing/coronavirus-bernie-sanders-european-union.html,0
E.U. Officials Agree to Deal to Soften Coronavirus’s Economic Blow,https://www.nytimes.com/2020/04/09/world/coronavirus-news-international.html,0
Coronavirus Briefing: What Happened Today,https://www.nytimes.com/2020/04/08/us/coronavirus-today.html,0
"Ahmed Ismail Hussein, Venerable Somali Musician, Dies at 91",https://www.nytimes.com/2020/04/08/obituaries/ahmed-ismail-hussein-dead-coronavirus.html,0
"As Coronavirus Hits U.S., Some Expatriates Stay in Africa",https://www.nytimes.com/2020/04/08/world/africa/africa-coronavirus.html,0
Summer Heat May Not Diminish Coronavirus Strength,https://www.nytimes.com/2020/04/08/health/coronavirus-summer-weather.html,0
"Saudi Arabia Declares Cease-Fire in Yemen, Citing Fears of Coronavirus",https://www.nytimes.com/2020/04/08/world/middleeast/saudi-yemen-ceasefire-coronavirus.html,0
More Coronavirus Vaccines and Treatments Move Toward Human Trials,https://www.nytimes.com/2020/04/08/health/coronavirus-vaccines.html,0
"Trade Forecast, Bernie Sanders, India’s Air: Your Thursday Briefing",https://www.nytimes.com/2020/04/08/briefing/trade-forecast-bernie-sanders-indias-air.html,0
Hydroxychloroquine and Coronavirus: Fact-Check on the Malaria Drug Trump Keeps Pushing,https://www.nytimes.com/article/coronavirus-hydroxychloroquine-malaria.html,0
Coronavirus live news: US overtakes Italy as country with world's highest death toll,https://www.theguardian.com/world/live/2020/apr/11/coronavirus-live-news-trumps-biggest-decision-curbs-who-on,0
"Coronavirus: US records 2,000 dead in a day as Italy and India extend lockdowns",https://www.theguardian.com/world/2020/apr/11/coronavirus-us-records-2000-dead-in-a-day-as-italy-and-india-extend-lockdowns,0
Wuhan celebrates its 'liberation' as Covid-19 lockdown ends,https://www.theguardian.com/world/2020/apr/12/wuhan-celebrates-its-liberation-as-covid-19-lockdown-ends,0
Coronavirus live: All 50 US states under disaster declaration for first time ever,https://www.theguardian.com/world/live/2020/apr/11/coronavirus-live-news-us-death-toll-trump-updates,0
Coronavirus: who will be winners and losers in new world order?,https://www.theguardian.com/world/2020/apr/11/coronavirus-who-will-be-winners-and-losers-in-new-world-order,0
Universities brace for huge  losses as foreign students drop out,https://www.theguardian.com/education/2020/apr/11/universities-brace-for-huge-losses-as-foreign-students-drop-out,0
Awakening volcanic region in Iceland 'could cause disruption for centuries',https://www.theguardian.com/world/2020/apr/10/awakening-volcanic-region-reykjanes-peninsula-iceland-disruption-centuries,0
Four journalists in Yemen sentenced to death for spying,https://www.theguardian.com/world/2020/apr/11/four-journalists-in-yemen-sentenced-to-death-for-spying,0
"The Beatles' handwritten Hey Jude lyrics sell for $910,000 at auction",https://www.theguardian.com/music/2020/apr/11/the-beatles-handwritten-hey-jude-lyrics-sell-for-910000-at-auction,0
Apple and Google team up in bid to use smartphones to track coronavirus spread,https://www.theguardian.com/world/2020/apr/10/apple-google-coronavirus-us-app-privacy,0
"Cardinal George Pell writes about suffering, jail and coronavirus in News Corp piece",https://www.theguardian.com/australia-news/2020/apr/11/cardinal-george-pell-writes-about-suffering-jail-and-coronavirus-in-news-corp-piece,0
EU members clash over pandemic economic rescue package,https://www.theguardian.com/business/2020/apr/10/eu-members-clash-coronavirus-pandemic-economic-rescue,0
Russia opens criminal case after Czech officials remove Soviet statue,https://www.theguardian.com/world/2020/apr/10/russia-opens-criminal-case-after-czech-officials-remove-soviet-statue,0
Harvey Weinstein faces new sexual assault charge in Los Angeles,https://www.theguardian.com/world/2020/apr/10/harvey-weinstein-sexual-assault-charge-los-angeles,0
Milk floats ride to the rescue of locked-down British households,https://www.theguardian.com/world/2020/apr/11/milk-floats-ride-to-the-rescue-of-locked-down-british-households,0
'Bring our people home': the bold new plan for an Indigenous-led district in Canada,https://www.theguardian.com/cities/2020/jan/03/the-bold-new-plan-for-an-indigenous-led-development-in-vancouver,0
India primed: what Amazon's vast new Hyderabad campus reveals about its plans,https://www.theguardian.com/cities/2019/dec/31/india-primed-what-amazons-vast-new-hyderabad-campus-reveals-about-its-plans,0
'A blessed initiative': secular Israel rejoices over Sabbath buses,https://www.theguardian.com/cities/2019/dec/28/secular-israel-sabbath-buses,0
From rubbish to rice: the cafe that gives food in exchange for plastic,https://www.theguardian.com/cities/2019/dec/24/from-rubbish-to-rice-the-cafe-that-gives-food-in-exchange-for-plastic,0
Jameela Jamil: ‘I think I’m less annoying in person than I am on Twitter',https://www.theguardian.com/lifeandstyle/2020/apr/11/this-much-i-know-jameela-jamil,0
'Coronavirus will not overcome us': the Queen's Easter message  – video,https://www.theguardian.com/uk-news/video/2020/apr/11/coronavirus-will-not-overcome-us-the-queens-easter-message-video,0
Gantz and Netanyahu squabble as gridlocked Israel set to miss government deadline,https://www.theguardian.com/world/2020/apr/11/gantz-and-netanyahu-squabble-as-gridlocked-israel-set-to-miss-government-deadline,0
Coronavirus crisis demands that the G20 give debt relief to sub-Saharan Africa,https://www.theguardian.com/world/2020/apr/11/sub-saharan-africa-g20-imf-world-bank-debt-relief-coronavirus,0
'There are two pandemics': Chicago's gun violence persists amid lockdown,https://www.theguardian.com/us-news/2020/apr/11/chicago-coronavirus-gun-violence,0
First Yanomami Covid-19 death raises fears for Brazil's indigenous peoples,https://www.theguardian.com/world/2020/apr/10/first-yanomami-covid-19-death-brazl-indigenous,0
"Perth endures hottest April day ever, as temperature reaches  39.5C",https://www.theguardian.com/australia-news/2020/apr/11/perth-hottest-april-day-ever-temperature-395c-coronavirus-beaches-distancing,0
Foreigners targeted in Central African Republic as coronavirus fears grow,https://www.theguardian.com/global-development/2020/apr/10/foreigners-central-african-republic-coronavirus-fears-grow,0
"Declare abortion a public health issue during pandemic, WHO urged",https://www.theguardian.com/global-development/2020/apr/10/declare-abortion-a-public-health-issue-during-pandemic-who-urged,0
Controversy over $500m loan that allows Tanzania to take pregnant girls out of their classroom,https://www.theguardian.com/global-development/2020/apr/10/tanzania-to-ease-education-ban-on-pregnant-girls-but-not-in-classrooms,0
Doctors sue Zimbabwe government over lack of Covid-19 protective equipment,https://www.theguardian.com/global-development/2020/apr/09/doctors-sue-zimbabwe-government-over-lack-of-covid-19-protective-equipment,0
'Most of the men are your enemies':  one woman's crusade in Somalia,https://www.theguardian.com/global-development/2020/apr/09/most-of-the-men-are-your-enemies-one-womans-crusade-in-somalia,0
Can a face mask protect me from coronavirus? Covid-19 myths busted,https://www.theguardian.com/world/2020/apr/11/can-a-face-mask-protect-me-from-coronavirus-covid-19-myths-busted,0
"Covid-19 should not be allowed to run free, but Australians are looking for a positive timetable | Malcolm Farr",https://www.theguardian.com/world/2020/apr/11/covid-19-should-not-be-allowed-to-run-free-but-australians-are-looking-for-a-positive-timetable,0
Time to cut each other some slack amid lockdown fury | Zoe Williams,https://www.theguardian.com/world/commentisfree/2020/apr/10/sunny-days-lockdown-furious-coronavirus-pandemic-rules,0
Elimination: what New Zealand's coronavirus response can teach the world | Michael Baker and Nick Wilson,https://www.theguardian.com/world/2020/apr/10/elimination-what-new-zealands-coronavirus-response-can-teach-the-world,0
Drone footage shows San Francisco deserted under coronavirus lockdown – video,https://www.theguardian.com/us-news/video/2020/apr/10/drone-footage-shows-san-francisco-deserted-under-coronavirus-lockdown-video,0
"War veteran, 99, receives guard of honour from nurses after surviving coronavirus – video",https://www.theguardian.com/world/video/2020/apr/10/war-veteran-99-receives-guard-of-honour-from-nurses-after-surviving-coronavirus-video,0
'Your sacrifices are making a difference': Leo Varadkar announces Irish lockdown extension – video,https://www.theguardian.com/world/video/2020/apr/10/your-sacrifices-are-making-a-difference-leo-varadkar-announces-irish-lockdown-extension-video,0
'Roast at home': Italian mayors' Easter warning to coronavirus lockdown defiers – video,https://www.theguardian.com/world/video/2020/apr/10/roast-at-home-italian-mayors-easter-warning-to-coronavirus-lockdown-defiers-video,0
Risking coronavirus on the New York City subway: 'I feel guilty but have no choice'  – video,https://www.theguardian.com/world/video/2020/apr/10/new-york-city-subway-coronavirus-video,0
The UK coronavirus lockdown by Guardian and Observer photographers,https://www.theguardian.com/world/gallery/2020/apr/10/the-uk-coronavirus-lockdown-by-guardian-and-observer-photographers,0
Thousands across UK applaud NHS workers on third week of #clapforcarers – video,https://www.theguardian.com/world/video/2020/apr/10/thousands-across-uk-applaud-nhs-workers-on-third-week-of-clapforcarers-video,0
Chinese government reveals draft list of animals which can be farmed for meat,http://rss.cnn.com/~r/rss/cnn_world/~3/bgp1y70E4Vg/index.html,0
Hear from residents in Wuhan about life after lockdown,http://rss.cnn.com/~r/rss/cnn_world/~3/rln-_rSai5A/wuhan-china-lockdown-lifted-pandemic-covid-19-orig-llr-bk.cnn,0
China on knife edge between recovery and new virus wave,http://rss.cnn.com/~r/rss/cnn_world/~3/imG37E8ccM4/index.html,0
Saudi Arabia declares ceasefire in Yemen over coronavirus,http://rss.cnn.com/~r/rss/cnn_world/~3/amz8A4A4JKw/index.html,0
Sweden challenges Trump -- and scientific mainstream -- by refusing to lock down,http://rss.cnn.com/~r/rss/cnn_world/~3/Xuk8faT9NNA/index.html,0
"No job, no way home: Chinese workers in the US are being left in limbo",http://rss.cnn.com/~r/rss/cnn_world/~3/llHQIjXkYR0/index.html,0
The pandemic is playing to almost every one of Amazon's strengths,http://rss.cnn.com/~r/rss/cnn_world/~3/WJnhbJHmGkU/index.html,0
'It's just a nightmare.' Trash collectors overwhelmed by rising amount of household waste,http://rss.cnn.com/~r/rss/cnn_world/~3/PxtRjN3KdM8/index.html,0
"US is already in a recession, 45 economists say",http://rss.cnn.com/~r/rss/cnn_world/~3/F0NEms72YE8/index.html,0
"Nearly a third of Americans didn't pay rent this month, data shows",http://rss.cnn.com/~r/rss/cnn_world/~3/LTdZ-lW1lCI/index.html,0
US cities are losing 36 million trees a year. Here's why it matters,http://rss.cnn.com/~r/rss/cnn_world/~3/KlnsnygiAw8/index.html,0
Miami's Little Haiti wasn't a target for developers. Until the seas started to rise,http://rss.cnn.com/~r/rss/cnn_world/~3/pbQjkbD_bFk/index.html,0
How rich people could help save the planet from the climate crisis,http://rss.cnn.com/~r/rss/cnn_world/~3/Pa_SMoc1110/index.html,0
Istanbul like you've never seen it before,http://rss.cnn.com/~r/rss/cnn_world/~3/e4Xmh8vcfw0/index.html,0
Step inside Drake's extravagant Toronto mansion,http://rss.cnn.com/~r/rss/cnn_world/~3/Y9WizT3J0Bo/index.html,0
The drama that revolutionized TV 30 years ago,http://rss.cnn.com/~r/rss/cnn_world/~3/HdIbLfFJnSw/index.html,0
Decline of a bohemian paradise,http://rss.cnn.com/~r/rss/cnn_world/~3/c_G4Qq3FNKs/index.html,0
These designers are reshaping the sex tech industry,http://rss.cnn.com/~r/rss/cnn_world/~3/I_WYjetrvmw/index.html,0
Photography in the age of Covid-19,http://rss.cnn.com/~r/rss/cnn_world/~3/8ieykqYAjWA/index.html,0
16 of the world's best coastlines,http://rss.cnn.com/~r/rss/cnn_world/~3/6_CfP4EXuFw/index.html,0
I was the dumbest tourist in Europe,http://rss.cnn.com/~r/rss/cnn_world/~3/8xcQm448w5s/index.html,0
Iconic San Francisco bookstore on verge of closing,http://rss.cnn.com/~r/rss/cnn_world/~3/eNcysYIJxbM/index.html,0
What coronavirus means for elite airplane passengers,http://rss.cnn.com/~r/rss/cnn_world/~3/VxDOfxqiAas/index.html,0
"As China lifts restrictions, here's where its people want to travel",http://rss.cnn.com/~r/rss/cnn_world/~3/m_9rJx6l6mc/index.html,0
People living in vans are getting squeezed during pandemic,http://rss.cnn.com/~r/rss/cnn_world/~3/F5E0KdfFehE/index.html,0
This 5-year-old paid off the lunch balances for more than 100 fellow students,http://rss.cnn.com/~r/rss/cnn_world/~3/hucZ8Lqm_jI/index.html,0
Video shows dramatic rescue after dog's leash gets stuck in elevator,http://rss.cnn.com/~r/rss/cnn_world/~3/w8Oprn-MvKE/index.html,0
Her work has helped thousands of girls stay in school and finish their education,http://rss.cnn.com/~r/rss/cnn_world/~3/fkbbZuAKcjw/index.html,0
6 cards charging 0% interest until 2022,http://rss.cnn.com/~r/rss/cnn_world/~3/yokT1Q37nCQ/pay-0-interest-2022,0
"Coronavirus: US death toll passes 2,000 in a single day",https://www.bbc.co.uk/news/world-us-canada-52249963,0
"Coronavirus: India to extend nationwide lockdown, state minister says",https://www.bbc.co.uk/news/world-asia-india-52255011,0
"Coronavirus: Brazil reports over 1,000 deaths",https://www.bbc.co.uk/news/world-latin-america-52251342,0
Rare Ravi Shankar footage released to mark centenary,https://www.bbc.co.uk/news/world-52233961,0
Russia prison: Jail ablaze in Angarsk Siberia after inmates riot,https://www.bbc.co.uk/news/world-europe-52251265,0
Coronavirus: Virus deepens struggle for migrants,https://www.bbc.co.uk/news/world-europe-52234123,0
How the spread of coronavirus is testing Africa,https://www.bbc.co.uk/news/world-africa-52230991,0
Yemen 'faces nightmare' as first coronavirus case confirmed,https://www.bbc.co.uk/news/world-middle-east-52249624,0
Coronavirus: German region eases Baltic coast travel ban,https://www.bbc.co.uk/news/world-europe-52243158,0
US-Mexico border: Thousands of migrants expelled under coronavirus powers,https://www.bbc.co.uk/news/world-us-canada-52244039,0
Coronavirus: Teachers in Singapore stop using Zoom after 'lewd' incidents,https://www.bbc.co.uk/news/world-asia-52240251,0
Coronavirus: World celebrates Easter despite lockdown,https://www.bbc.co.uk/news/world-52241453,0
Coronavirus: The children struggling to survive India's lockdown,https://www.bbc.co.uk/news/world-asia-india-52210888,0
Week in pictures: 4-10 April 2020,https://www.bbc.co.uk/news/in-pictures-52215630,0
Coronavirus: Why Pakistan's doctors are so angry,https://www.bbc.co.uk/news/world-asia-52243901,0
Should the world worry about Singapore's virus surge?,https://www.bbc.co.uk/news/world-asia-52232147,0
Coronavirus: I'm using my pizza oven to toss masks for nurses,https://www.bbc.co.uk/news/world-us-canada-52232381,0
Coronavirus: What can the UK learn from Germany on testing?,https://www.bbc.co.uk/news/health-52234061,0
Coronavirus: 'I'm in lockdown with my long-lost sister',https://www.bbc.co.uk/news/uk-52233889,0
Coronavirus: How South Korea is teaching empty classrooms,https://www.bbc.co.uk/news/world-asia-52230371,0
"Coronavirus: Two US towns, two very different experiences",https://www.bbc.co.uk/news/world-us-canada-52216777,0
Surfing: Coronavirus lockdown advice leaves room for confusion,https://www.bbc.co.uk/news/world-australia-52225031,0
How to celebrate some of the most important religious celebrations of the year - virtually,https://www.bbc.co.uk/news/world-52234125,0
Coronavirus: New York mass graves operations ramp up amid virus,https://www.bbc.co.uk/news/world-us-canada-52243289,0
Coronavirus: Seven people stuck in a lift. Then one coughs...,https://www.bbc.co.uk/news/world-us-canada-52232382,0
Coronavirus: Rise in US unemployment leads to food bank queues,https://www.bbc.co.uk/news/world-us-canada-52250762,0
Coronavirus: Love and dating in lockdown,https://www.bbc.co.uk/news/stories-52232551,0
Coronavirus: Astronauts arrive at ISS after long quarantine,https://www.bbc.co.uk/news/world-us-canada-52239509,0
"Nurses, lauded for virus efforts, find their tires slashed",https://abcnews.go.com/US/wireStory/nurses-lauded-virus-efforts-find-tires-slashed-70101355,0
6 hospitalized after shooting breaks out at California party,https://abcnews.go.com/US/wireStory/hospitalized-shooting-breaks-california-party-70103273,0
"Hogan, Cuomo call for additional $500B in aid to states",https://abcnews.go.com/Health/wireStory/hogan-cuomo-call-additional-500b-aid-states-70102094,0
Magnitude 5.2 quake rattles California-Nevada state line,https://abcnews.go.com/US/wireStory/magnitude-52-quake-rattles-california-nevada-state-line-70102425,0
Here's why coronavirus death toll predictions are improving,https://abcnews.go.com/Health/explaining-coronavirus-death-toll-predictions-improving/story?id=70073130,0
Harvey Weinstein charged with another sex assault count,https://abcnews.go.com/US/harvey-weinstein-charged-sex-assault-count/story?id=70100831,0
Coronavirus map: Tracking the spread in the US and around the world,https://abcnews.go.com/Health/coronavirus-map-tracking-spread-us-world/story?id=69415591,0
Air Force evacuates 3 government contractors with coronavirus from Afghanistan,https://abcnews.go.com/International/air-force-evacuates-government-contractors-coronavirus-afghanistan/story?id=70098021,0
Marijuana dispensaries deemed 'essential' but ineligible for federal stimulus,https://abcnews.go.com/Business/marijuana-dispensaries-deemed-essential-ineligible-federal-stimulus/story?id=70066753,0
African Americans in Chicago face double scourge: Coronavirus and gun violence,https://abcnews.go.com/Health/african-americans-chicago-face-double-scourge-coronavirus-gun/story?id=70049723,0
Calling Trump: When connections help steer virus supplies,https://abcnews.go.com/Business/wireStory/calling-trump-connections-steer-virus-supplies-70098268,0
"Europe grapples with Easter sun, next steps; US deaths rise",https://abcnews.go.com/Health/wireStory/south-korea-plans-tracking-wristbands-us-virus-deaths-70098501,0
"Coronavirus updates: US has highest national death toll, surpassing Italy",https://abcnews.go.com/US/coronavirus-updates-michael-avenatti-granted-temporary-release-prison/story?id=70098434,0
LIVE:  ABC News Live,https://abcnews.go.com/Live/video/abcnews-live-41463246,0
1st round of stimulus checks arrive via direct deposit,https://abcnews.go.com/US/1st-round-stimulus-checks-arrive-direct-deposit/story?id=70102758,0
"Nurses, lauded for virus efforts, find their tires slashed",https://abcnews.go.com/US/wireStory/nurses-lauded-virus-efforts-find-tires-slashed-70101355,0
6 hospitalized after shooting breaks out at California party,https://abcnews.go.com/US/wireStory/hospitalized-shooting-breaks-california-party-70103273,0
"Hogan, Cuomo call for additional $500B in aid to states",https://abcnews.go.com/Health/wireStory/hogan-cuomo-call-additional-500b-aid-states-70102094,0
Magnitude 5.2 quake rattles California-Nevada state line,https://abcnews.go.com/US/wireStory/magnitude-52-quake-rattles-california-nevada-state-line-70102425,0
Here's why coronavirus death toll predictions are improving,https://abcnews.go.com/Health/explaining-coronavirus-death-toll-predictions-improving/story?id=70073130,0
Harvey Weinstein charged with another sex assault count,https://abcnews.go.com/US/harvey-weinstein-charged-sex-assault-count/story?id=70100831,0
Coronavirus map: Tracking the spread in the US and around the world,https://abcnews.go.com/Health/coronavirus-map-tracking-spread-us-world/story?id=69415591,0
Air Force evacuates 3 government contractors with coronavirus from Afghanistan,https://abcnews.go.com/International/air-force-evacuates-government-contractors-coronavirus-afghanistan/story?id=70098021,0
Marijuana dispensaries deemed 'essential' but ineligible for federal stimulus,https://abcnews.go.com/Business/marijuana-dispensaries-deemed-essential-ineligible-federal-stimulus/story?id=70066753,0
African Americans in Chicago face double scourge: Coronavirus and gun violence,https://abcnews.go.com/Health/african-americans-chicago-face-double-scourge-coronavirus-gun/story?id=70049723,0
Boris Johnson making 'very good progress' with coronavirus recovery,https://www.cnbc.com/2020/04/11/uks-boris-johnson-making-very-good-progress-in-covid-19-recovery-office-says.html,0
"Coronavirus live updates: UK coronavirus death toll nears 10,000, Governors call for $500 billion more in aid",https://www.cnbc.com/2020/04/11/coronavirus-live-updates.html,0
Italy begins to grapple with how to ease virus restrictions,https://www.cnbc.com/2020/04/11/italy-begins-to-grapple-with-how-to-ease-virus-restrictions.html,0
"Confirmed coronavirus cases in the US pass 500,000, according to Johns Hopkins University",https://www.cnbc.com/2020/04/11/confirmed-coronavirus-cases-in-the-us-passes-500000-jhu.html,0
Crime drops around the world as Covid-19 keeps people inside,https://www.cnbc.com/2020/04/11/crime-drops-around-the-world-as-covid-19-keeps-people-inside.html,0
Record oil production cut hangs in the balance as G20 meeting concludes with no specifics,https://www.cnbc.com/2020/04/10/record-oil-production-cut-hangs-in-the-balance-as-g20-meeting-concludes-with-no-specifics.html,0
"Global coronavirus deaths surge past 100,000, doubling in nearly a week",https://www.cnbc.com/2020/04/10/global-coronavirus-deaths-surge-past-100000-doubling-in-nearly-a-week.html,0
UK urges everyone to 'stay at home' after record daily spike in coronavirus death toll,https://www.cnbc.com/2020/04/10/coronavirus-uk-records-daily-spike-in-death-toll.html,0
India's Modi to discuss lockdown extension; neighboring Bangladesh extends restrictions,https://www.cnbc.com/2020/04/11/indias-modi-to-discuss-lockdown-extension-saturday.html,0
Trump says he's not going to reopen economy 'until we know this country is going to be healthy',https://www.cnbc.com/2020/04/10/trump-says-hes-not-going-to-reopen-economy-until-we-know-this-country-is-going-to-be-healthy.html,0
See religions around the world adapt in the age of coronavirus,https://www.cnbc.com/2020/04/10/in-photos-religion-around-the-world-in-the-age-of-coronavirus.html,0
Self-made billionaire attributes his success to one particular competitive trait,https://www.cnbc.com/2020/04/09/razer-min-liang-tan-gamer-mentality-behind-multimillion-dollar-brand.html,0
"Economists say US in short deep recession, but consumers expected to keep spending despite job losses",https://www.cnbc.com/2020/04/10/economists-say-us-in-short-deep-recession-but-consumers-expected-to-keep-spending-despite-job-losses.html,0
